Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
960;CONVENIO INTERADMINISTRATIVO DE COOPERACION;CD-SGR-259-2024;Proceso adjudicado y celebrado;Contratación directa (con ofertas);SECRETARIA GENERAL 2024;3600000000;Presentación de oferta;ALCALDIA MUNICIPAL DE VALLEDUPAR;1/03/2024 6:54:48 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5768565;2/03/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Otro;Contratos o convenios Interadministrativos (con valor);14/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Aunar esfuerzos administrativos, legales, financieros y presupuestales para fomentar, organizar, dirigir, patrocinar y supervisar la práctica de deporte profesional en el municipio de Valledupar, durante la vigencia 2024.;3600000000;43232003 - Juegos de deportes;
961;ENTRENADOR RUGBY;ODS 163 - 2024;Publicado;Contratación régimen especial;GRUPO DE CONTRATACION Y CONVENIOS;8800000;Presentación de oferta;UNIVERSIDAD DE CALDAS.;27/02/2024 6:06:12 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5742585;-;Decreto 092 de 2017;Decreto 092 de 2017;29/11/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"Contratar los servicios personales de un entrenador de rugby para brindar apoyo a la gestión del área de
recreación y deporte en el programa de conformación de selecciones deportivas de rugby masculino y femenino
para los diferentes estamentos de la comunidad universitaria, los cuales representaran la institución en torneos locales regionales y nacionales (ASCUN) y demás avalados por la Universidad";0;43232003 - Juegos de deportes;
962;CONVENIO INTERADMINISTRATIVO MARCO;CD-SGR-217-2024;Proceso adjudicado y celebrado;Contratación directa.;SECRETARIA GENERAL 2024;0;Presentación de oferta;ALCALDIA MUNICIPAL DE VALLEDUPAR;22/02/2024 10:39:58 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5717809;-;Otro;Contratos o convenios Interadministrativos (valor cero);31/12/2027 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"AUNAR ESFUERZOS ADMINISTRATIVOS, LEGALES, FINANCIEROS Y PRESUPUESTALES PARA
FOMENTAR, ORGANIZAR, DIRIGIR, PATROCINAR Y SUPERVISAR LA PRÁCTICA DE DEPORTE EN EL
MUNICIPIO DE VALLEDUPAR"", DURANTE LA VIGENCIA 2024 - 2027";0;43232003 - Juegos de deportes;
963;la prestación del servicio de apoyo logístico y organizacional de dos eventos deportivo campeonato de futbol 9;EC-12-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;AREA ADMINISTRATIVA;0;Presentación de oferta;Rama Judicial – Dirección Seccional de Administración Judicial de Cartagena;19/02/2024 2:38:02 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5686444;22/02/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Contratar en nombre de la NACIÓN - CONSEJO SUPERIOR DE LA JUDICATURA - DIRECCIÓN SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE CARTAGENA  la prestación del servicio de apoyo logístico y organizacional de dos eventos deportivo campeonato de futbol 9, para los empleados y funcionarios de los despachos judiciales y sedes administrativas a cargo de la dirección seccional de administración judicial de Cartagena;0;43232003 - Juegos de deportes;
964;COMPRA DE EQUIPOS;CE-10-2024;Publicado;Contratación régimen especial;COLEGIO ESPAÑA;2016410;Presentación de oferta;INSTITUCION EDUCATIVA DISTRITAL ESPAÑA;15 días de tiempo transcurrido (23/04/2024 9:16:12 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6018551;-;Otro;Regla aplicable;1 día para terminar (10/05/2024 12:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);CONTRATAR LA COMPRA DE HORNO MICROONDAS DE USO DOMÉSTICO, IMPRESORA EPSON L3210 Y TARJETA NVIDIA GFORCE GT730 DDR5 PARA EL COLEGIO ESPAÑA IED.;1000000;43232005 - Software de edición de música o sonido;
965;SOLICITUD DE COTIZACION PARA LA RENOVACIÓN DEL LICENCIAMIENTO CATALOGO MUSICAL;CO 078COGFM DIADF 2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;COMANDO GENERAL;0;Presentación de oferta;COMANDO GENERAL DE LAS FUERZAS MILITARES;30 días de tiempo transcurrido (8/04/2024 6:38:07 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5949975;26 días de tiempo transcurrido (12/04/2024 6:00:00 PM(UTC-05:00) Bogotá, Lima, Quito); ; ;20/10/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATAR LA RENOVACIÓN DEL LICENCIAMIENTO CATALOGO MUSICAL ILIMITADO REPERTORIO LIBRE DERECHOS DE AUTOR PARA MUSICALIZACIÓN Y SONORIZACIÓN DE LOS PRODUCTOS AUDIOVISUALES FUERZAS MILITARES, DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS DEL ANEXO;0;43232005 - Software de edición de música o sonido;
966;ADQUISICIÓN DE ARTÍCULOS DE SONIDO PARA EL DESARROLLO DE ACTIVIDADES QUE FOMENTAN LA PARTICIPACIÓN LIBRE EN EL CAMPO ARTÍSTICO DE LA COMUNIDAD ACADÉMICA, EN EL MARCO DEL DESARROLLO DE LOS PROYECTOS ES;B.UACP-576-2023;Publicado;Contratación régimen especial;UNIDAD ADMINISTRATIVA FACULTAD DE DERECHO, CIENCIAS POLITICAS Y SOCIAL;715000;Presentación de oferta;UNIVERSIDAD NACIONAL DE COLOMBIA;13/03/2024 10:44:51 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5829703;-;Decreto 092 de 2017;Decreto 092 de 2017;17/11/2023 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE ARTÍCULOS DE SONIDO PARA EL DESARROLLO DE ACTIVIDADES QUE FOMENTAN LA PARTICIPACIÓN LIBRE EN EL CAMPO ARTÍSTICO DE LA COMUNIDAD ACADÉMICA, EN EL MARCO DEL DESARROLLO DE LOS PROYECTOS ESTUDIANTILES DE PGP APROBADOS PARA LA VIGENCIA 2023, DE LA FACULTAD DE DERECHO, CIENCIAS POLÍTICAS Y SOCIALES.;0;43232005 - Software de edición de música o sonido;
967;Compraventa de equipo para la Institución Educativa Escuela Normal Superior de Villahermosa Tolima, con el fin de mejorar las herramientas tecnológicas para el aprendizaje de los estudiantes.;RE-003-2023;Publicado;Contratación régimen especial;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE VILLAHERMOSA;23200000;Presentación de oferta;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE VILLAHERMOSA;26/02/2024 11:21:10 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5731138;-;Compraventa;Regla aplicable;28/02/2023 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa de equipo para la Institución Educativa Escuela Normal Superior de Villahermosa Tolima, con el fin de mejorar las herramientas tecnológicas para el aprendizaje de los estudiantes.;0;43232005 - Software de edición de música o sonido;
968;REDISEÑO DE LA PAGINA WEB, MANTENIMIENTO Y ACTUALIZACION DE HOSTING;O - 008 - 2024;Publicado;Contratación régimen especial;sumar;12658000;Presentación de oferta;SUMAR;13 días de tiempo transcurrido (25/04/2024 12:00:07 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6032516;-;Prestación de servicios;Regla aplicable; ;REDISEÑO DE LA PÁGINA WEB, MANTENIMIENTO Y ACTUALIZACION DE HOSTING DE LA EMPRESA DE DESARROLLO SOSTENIBLE DE MARINILLA SUMAR PARA DAR CUMPLIMIENTO A LOS REQUERIMIENTOS DE LO ESTABLECIDO EN GOBIERNO DIGITAL Y LEY DE TRANSPARENCIA;0;43232101 - Software de diseño de patrones;
969;Renovación de licencias por suscripción de la Suite de Diseño Gráfico, Adobe Creative Cloud.;DNP-SI-001-2024;Publicado;Selección abreviada subasta inversa;SUBDIRECCIÓN DE CONTRATACIÓN;124816510;Presentación de observaciones;DEPARTAMENTO NACIONAL DE PLANEACIÓN;1 día de tiempo transcurrido (7/05/2024 8:05:52 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6092817;20 días para terminar (29/05/2024 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Bienes y servicios de características técnicas uniformes y común utilización;22/07/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación de licencias por suscripción de la Suite de Diseño Gráfico, Adobe Creative Cloud, para el Departamento Nacional de Planeación (DNP).;124816510;43232102 - Software de imágenes gráficas o de fotografía;
970;Adquisición de suscripción de las herramientas tecnológicas Flickr Pro, Freepik / Flaticon, Motion Array, Spreaker, Streamyard, Mailchimp y Envato elements para la optimización de la divulgación de in;DNP-SIP-029-2024;Publicado;Solicitud de información a los Proveedores;SUBDIRECCIÓN DE CONTRATACIÓN;0;Presentación de oferta;DEPARTAMENTO NACIONAL DE PLANEACIÓN;1 día de tiempo transcurrido (7/05/2024 5:14:15 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6091314;6 días para terminar (15/05/2024 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito); ; ; ;Adquisición de suscripción de las herramientas tecnológicas Flickr Pro, Freepik / Flaticon, Motion Array, Spreaker, Streamyard, Mailchimp y Envato elements para la optimización de la divulgación de información y contenido a cargo de la Oficina Asesora de Comunicaciones del Departamento Nacional de Planeación (DNP).;0;43232102 - Software de imágenes gráficas o de fotografía;
971;arrendamiento de software de Rayos X;031 - 2024;Publicado;Contratación régimen especial;EQUIPO DE CONTRATACIÓN;30000000;Presentación de oferta;ESE HOSPITAL SAN RAFAEL DE CHINU;12 días de tiempo transcurrido (26/04/2024 3:47:05 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6040777;-;Arrendamiento de muebles;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ARRENDAMIENTO DEL SOFTWARE PARA TELE RADIOLOGÍA DE LA E.S.E HOSPITAL SAN RAFAEL DE CHINU, QUE BRINDE APOYO PARA LA IMPLEMENTACIÓN DE LA SISTEMATIZACIÓN Y LA OPERATIVIDAD DEL SERVICIO DE RAYOS X DIGITAL DE LA E.S.E. SAN RAFAEL DE CHINÚ;50000000;43232102 - Software de imágenes gráficas o de fotografía;
972;ADQUISICIÓN DE LICENCIAS EN LÍNEA DE DISEÑO, PLATAFORMAS DE VIDEO Y ANIMACION EN ENTORNO DIGITAL PARA LA ARMADA DE COLOMBIA;0094-ARC-CBNL06-2024;Proceso en evaluación y observaciones;Mínima cuantía;DIRECCIÓN DE COMUNICACIÓNES ESTRATEGICAS;16855767;Presentación de oferta;ARMADA NACIONAL BASE NAVAL No. 6 ARC BOGOTA;20 días de tiempo transcurrido (18/04/2024 4:54:53 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6002212;9 días de tiempo transcurrido (29/04/2024 2:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;23 días para terminar (31/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE LICENCIAS EN LÍNEA DE DISEÑO, PLATAFORMAS DE VIDEO Y ANIMACION EN ENTORNO DIGITAL PARA LA ARMADA DE COLOMBIA, de acuerdo con las especificaciones técnicas descritas del presente estudio.;0;43232102 - Software de imágenes gráficas o de fotografía;
973;ADQUISICIÓN DE LICENCIA ADOBE CREATIVE CLOUD PARA EL GRUPO COMUNICACIONES ESTRATÉGICAS DE LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;PN DIJIN MIC 017 DE 2024;Proceso adjudicado y celebrado;Mínima cuantía;GRUPO CONTRATOS DIJIN;4490000;Presentación de oferta;DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;22 días de tiempo transcurrido (16/04/2024 6:11:33 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5990813;19 días de tiempo transcurrido (19/04/2024 6:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;30/06/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE LICENCIA ADOBE CREATIVE CLOUD PARA EL GRUPO COMUNICACIONES ESTRATÉGICAS DE LA DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;0;43232102 - Software de imágenes gráficas o de fotografía;
974;ASISTENCIA DE LOS MÓDULOS EXISTENTES EN EL SISTEMA INTEGRADO DE INFORMACIÓN Y GESTIÓN RGBSoft Public - Hisys;030 - 2024;Publicado;Contratación régimen especial;EQUIPO DE CONTRATACIÓN;40000000;Presentación de oferta;ESE HOSPITAL SAN RAFAEL DE CHINU;21/03/2024 3:30:56 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5880068;-;Prestación de servicios;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR SERVICIOS DE SOPORTE, ASISTENCIA DE LOS MÓDULOS EXISTENTES EN EL SISTEMA INTEGRADO DE INFORMACIÓN Y GESTIÓN RGBSoft Public - Hisys;50000000;43232102 - Software de imágenes gráficas o de fotografía;
975;CONTRATO DE COMPRA DE LICENCIAS;VJ-VPRE-MC-003-2024;Proceso adjudicado y celebrado;Mínima cuantía;VICEPRESIDENCIA JURIDICA  GERENCIA DE CONTRATACIÒN;39836698;Presentación de oferta;AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI;14/03/2024 5:32:45 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5841260;21/03/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;15 días de tiempo transcurrido (23/04/2024 11:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Contratar la compra del licenciamiento de Adobe Creative Cloud para la Agencia Nacional de Infraestructura ANI;0;43232102 - Software de imágenes gráficas o de fotografía;
976;Adquisición de licenciamiento en modalidad de suscripción de Adobe Acrobat Pro y Creative Cloud for Teams para la Agencia Nacional de Tierras.;ANT-MC-006-2024;Proceso adjudicado y celebrado;Mínima cuantía;GESTIÓN CONTRACTUAL;58746068;Presentación de oferta;AGENCIA NACIONAL DE TIERRAS - ANT;4/03/2024 7:23:19 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5778824;11/03/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;23 días de tiempo transcurrido (15/04/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);Adquisición de licenciamiento en modalidad de suscripción de Adobe Acrobat Pro y Creative Cloud for Teams para la Agencia Nacional de Tierras.;0;43232102 - Software de imágenes gráficas o de fotografía;
977;ADQUISICIÓN DE SOFTWARE PARA LA EXTRACCIÓN AVANZADA DE DISPOSITIVOS MÓVILES DE ÚLTIMA GENERACIÓN;SOLICITUD DE COTIZACIONES DIPOL-AOPEI-006-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;GRUPO CONTRATOS DIPOL;0;Presentación de oferta;DIRECCIÓN DE INTELIGENCIA POLICIAL;4/03/2024 4:46:10 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5777143;7/03/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;22 días para terminar (31/05/2024 11:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);ADQUISICIÓN DE SOFTWARE PARA LA EXTRACCIÓN AVANZADA DE DISPOSITIVOS MÓVILES DE ÚLTIMA GENERACIÓN;468000000;43232102 - Software de imágenes gráficas o de fotografía;
978;CF;CCF-8;Publicado;Contratación régimen especial;COLEGIO CARLO FEDERICI IED;1300000;Presentación de oferta;COLEGIO CARLO FEDERICI IED;29/02/2024 10:48:47 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5753706;-;Servicios financieros;Regla aplicable;27/02/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Acualizacion programa sparta financiero año 2024;300000;43232102 - Software de imágenes gráficas o de fotografía;
979;Licencias Suite de Diseño Gráfico, Adobe Creative Cloud;DNP-SIP-012-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;SUBDIRECCIÓN DE CONTRATACIÓN;0;Presentación de oferta;DEPARTAMENTO NACIONAL DE PLANEACIÓN;28/02/2024 6:35:49 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5750902;6/03/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ; ;Renovación de licencias por suscripción de la Suite de Diseño Gráfico, Adobe Creative Cloud, para el Departamento Nacional de Planeación (DNP).;0;43232102 - Software de imágenes gráficas o de fotografía;
980;Renovación y adquisición de licenciamiento en modalidad de suscripción de Adobe Profesional y Creative Cloud for Teams para la Agencia Nacional de Tierras.;ANT-MC-004-2024;Proceso cancelado;Mínima cuantía;GESTIÓN CONTRACTUAL;58602912;Presentación de oferta;AGENCIA NACIONAL DE TIERRAS - ANT;21/02/2024 4:52:37 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5706935;28/02/2024 10:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía;23 días de tiempo transcurrido (15/04/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);Renovación y adquisición de licenciamiento en modalidad de suscripción de Adobe Profesional y Creative Cloud for Teams para la Agencia Nacional de Tierras.;0;43232102 - Software de imágenes gráficas o de fotografía;
981;CCF;ccf2;Publicado;Contratación régimen especial;COLEGIO CARLO FEDERICI IED;154700;Presentación de oferta;COLEGIO CARLO FEDERICI IED;19/02/2024 10:13:38 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5684224;-;Suministros;Regla aplicable;19/02/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);actualizacion firma digital rectora presentacion infoem 2033 contraloia;300000;43232102 - Software de imágenes gráficas o de fotografía;
982;CONTRATAR LA ADQUISICIÓN DE LA SOLUCIÓN INTEGRAL DE SALAS DE EDICIÓN DE AUDIO Y VIDEO, LA CUAL INCLUYE (EQUIPOS, LICENCIAS, INSTALACIÓN, CONFIGURACIÓN, TRANSPORTE, MANO DE OBRA, PRUEBAS, Y PUESTA EN F;CO 096 COGFM DIADF 2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;COMANDO GENERAL;0;Presentación de oferta;COMANDO GENERAL DE LAS FUERZAS MILITARES;14 días de tiempo transcurrido (24/04/2024 12:21:08 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6026329;5 días de tiempo transcurrido (3/05/2024 7:00:00 PM(UTC-05:00) Bogotá, Lima, Quito); ; ;18/11/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"CONTRATAR LA ADQUISICIÓN DE LA SOLUCIÓN INTEGRAL DE SALAS DE EDICIÓN DE AUDIO Y VIDEO, LA CUAL INCLUYE (EQUIPOS, LICENCIAS, INSTALACIÓN, CONFIGURACIÓN, TRANSPORTE, MANO DE OBRA, PRUEBAS, Y PUESTA EN FUNCIONAMIENTO); DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS DEL ANEXO";0;43232103 - Software de creación y edición de video;
983;Adquirir para la Secretaría Distrital de Desarrollo Económico licencias Adobe Creative Cloud for Teams Acrobat Pro;SDDE-IPMC-002-2024;Proceso adjudicado y celebrado;Mínima cuantía;Oficina Asesora Juridica;50919000;Presentación de oferta;SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO - ALCALDIA BOGOTÁ;30 días de tiempo transcurrido (8/04/2024 6:34:20 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5950088;23 días de tiempo transcurrido (15/04/2024 2:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Compraventa;Presupuesto inferior al 10% de la menor cuantía; ;Adquirir para la Secretaría Distrital de Desarrollo Económico licencias Adobe Creative Cloud for Teams Acrobat Pro.;0;43232103 - Software de creación y edición de video;
984;Realizar un modelo virtual de un punto de venta de carne de cerdo con las especificaciones técnicas de PORKCOLOMBIA - FNP,;2024-246;Publicado;Contratación régimen especial;JURIDICA FNP;59761800;Presentación de oferta;ASOCIACIÓN COLOMBIANA DE PORCICULTORES;20/03/2024 11:00:57 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5869782;-;Otro;Regla aplicable;30/06/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);El objeto es la realización del modelo virtual de un punto de venta de carne de cerdo con las especificaciones técnicas brindadas por PORKCOLOMBIA - FNP, teniendo en cuenta el diseño del espacio, la iluminación, los materiales y texturas, los detalles decorativos, los colores y la ambientación para crear una representación visual realista y atractiva del lugar.;0;43232103 - Software de creación y edición de video;
985;servicio;002-2024;Publicado;Contratación régimen especial;CRISOSTOMO ORTIZ DE ARMAS;8000000;Presentación de oferta;INSTITUCION EDUCATIVA SAN JUAN BOSCO**;8 horas de tiempo transcurrido (8/05/2024 3:07:24 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6096594;-;Prestación de servicios;Regla aplicable;10/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR SERVICIOS EN LA SISTEMATIZACIÓN, ALMACENAMIENTO, PROCESAMIENTO Y REGISTRO DE DATOS EN PROGRAMAS DE SISTEMA OPERATIVO E INFORMATICOS, BASADOS EN PROCESAR NOTAS ACADEMICAS EN  PLATAFORMA WEB, CORRESPONDIENTE A LOS INFORMES ACADÉMICOS EN EL DESEMPEÑO DE 1.300 ESTUDIANTES APROXIMADAMENTE MATRICULADOS EN LA IE SAN JUAN BOSCO DURANTE LOS CUATRO PERIODOS ACADEMICOS DE  LA VIGENCIA 2024.;8000000;43232107 - Software de creación y edición de páginas web;
986;Contratar durante dos meses el servicio del desarrollo y soporte técnico, administrativo y actualización de contenidos, documentos, banners, fotos y vídeos del sitio web, así como la promoción de cam;Orden de compra No. 07 de 2024;Publicado;Contratación régimen especial;UC METROPLUS;2200000;Presentación de oferta;METROPLUS S.A;14 horas de tiempo transcurrido (8/05/2024 9:11:21 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6094216;-;Decreto 092 de 2017;Decreto 092 de 2017;24 días para terminar (2/06/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);Contratar durante dos meses el servicio del desarrollo y soporte técnico, administrativo y actualización de contenidos, documentos, banners, fotos y vídeos del sitio web,  así como la promoción de campañas corporativas.;18000000;43232107 - Software de creación y edición de páginas web;
987;SISTEMAS INFORMÁTICOS EMPRESARIALES SIEMPRE NET SAS;CT-02-2024;Publicado;Contratación régimen especial;PROCESOS DE CONTRATACIÓN RECTORIA;2564000;Presentación de oferta;INSTITUCIÓN EDUCATIVA PRESBITERO GERARDO MONTOYA MONTOYA;1 día de tiempo transcurrido (7/05/2024 3:10:13 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6089466;-;Prestación de servicios;Regla aplicable;1 día para terminar (10/05/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);Adquisición de Arrendamiento de Plataforma SINAI PLUS (SaaS) - Matricula 801-1000 Estudiantes -81112501 para la Institución Educativa Pbro. Gerardo Montoya Montoya;0;43232107 - Software de creación y edición de páginas web;
988;CONTRATAR EL SISTEMA DE INDUCCIÓN Y REINDUCCIÓN DIGITAL EN CORMAGDALENA;SAMC008-2024;Publicado;Selección abreviada menor cuantía;OFICINA ASESORA JURÍDICA;83833333;Presentación de observaciones;CORPORACIÓN AUTÓNOMA DEL RÍO GRANDE DE LA MAGDALENA**;6 días de tiempo transcurrido (2/05/2024 10:16:55 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6067575;7 días para terminar (16/05/2024 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);Suministros;Menor Cuantía;28/09/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);CONTRATAR EL SISTEMA DE INDUCCIÓN Y REINDUCCIÓN DIGITAL EN CORMAGDALENA;0;43232107 - Software de creación y edición de páginas web;
989;PRESTACIÓN DE SERVICIO ADMINISTRACIÓN PAGINA WEB 2024;1151.20.6. 006 - 2024;Publicado;Contratación régimen especial;JORGE ELIECER GAITAN -PALMIRA;4950000;Presentación de oferta;INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN;12 días de tiempo transcurrido (26/04/2024 10:52:24 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6038765;-;Decreto 092 de 2017;Decreto 092 de 2017;20/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ;4950000;43232107 - Software de creación y edición de páginas web;
